,Status
138767,0
17190,0
110821,1
126779,0
51183,1
143607,0
144537,0
46946,0
233,0
100253,0
16401,0
103564,1
18080,0
53404,0
7419,1
144313,0
116311,0
13796,1
21938,1
51942,1
124834,0
129124,0
122499,0
121084,0
131055,0
138559,0
114126,0
37141,0
43975,1
137755,0
31215,0
3530,0
67798,0
135503,0
94782,0
117977,1
104557,0
64497,1
76288,0
109288,0
1574,0
135847,1
144232,0
35290,0
12718,0
28523,0
87,0
145487,1
87578,0
130314,0
26496,1
39140,0
126136,0
44,1
12628,1
54117,0
99903,1
6466,0
60831,1
145216,0
11408,0
25470,1
105850,1
69904,0
7049,1
45709,0
148420,0
46927,0
112647,0
108564,1
69830,0
114857,0
85075,0
53754,0
109703,1
35767,0
57709,1
105426,0
102429,1
106013,0
34265,0
50154,0
36475,1
142473,1
101566,0
136230,0
59259,0
96038,0
42276,1
75599,1
125539,0
104491,0
124861,0
19526,1
107563,0
54395,0
45026,0
144383,0
73714,0
145251,0
83245,1
3834,0
134848,0
115402,0
57454,0
43235,0
69517,0
126639,0
118327,0
25480,1
411,0
55654,0
51943,0
58414,0
65716,0
54095,1
79052,0
6149,1
73926,0
35126,0
55512,0
92600,0
6227,0
143823,0
86460,1
53039,1
14890,0
17064,1
108847,1
41948,0
114401,0
9985,0
8001,1
133756,1
47442,0
122039,1
42446,0
62912,0
117416,0
49187,0
60580,0
103183,1
33743,0
83734,0
75014,0
136517,0
146302,0
144301,1
14099,0
140188,0
107511,0
26836,1
105476,0
86481,1
110222,0
66299,0
34145,0
34810,0
78386,0
15467,1
30379,0
16180,0
110600,0
144364,0
25437,0
68389,0
134058,0
111865,0
106653,0
101043,0
30436,1
4764,0
97129,1
129504,0
104460,1
144672,0
57830,0
134436,0
47967,0
112922,0
47511,0
21871,0
53157,0
75382,1
76703,0
2752,0
75427,0
134243,0
13664,1
72060,0
7016,0
46696,1
70651,0
76150,0
22489,0
84186,0
109360,1
110157,1
138146,0
118874,0
55986,0
142819,1
67285,0
81106,0
82213,1
10012,0
125080,1
145244,1
55028,0
79293,1
94437,1
59643,1
62318,0
63475,0
113256,0
121209,0
99056,0
99924,0
2235,1
139490,0
136256,1
95117,0
21490,0
15929,0
143936,1
140509,0
144621,1
28588,0
84132,0
134178,0
131623,1
126786,1
66917,0
105548,0
112811,0
71148,0
23568,0
66941,1
127409,0
38675,0
122099,1
141932,0
7823,0
19221,1
43086,1
13241,0
19548,1
29220,1
124136,0
104324,0
80709,0
61006,0
36896,0
76659,0
53005,0
27137,1
146217,1
33844,0
65171,0
86685,1
91677,0
20979,1
36792,0
147295,0
55051,0
106942,1
129850,0
804,0
53010,0
20561,1
128995,0
53651,0
84538,1
9697,0
134135,0
114661,0
15296,1
38787,0
57784,0
82123,0
116296,0
145198,0
59275,0
121542,0
130937,0
94432,0
120227,0
34061,0
78791,1
140943,1
127225,0
68559,0
87809,0
75437,0
88497,0
65127,1
113205,1
59631,0
91790,1
59490,1
5305,0
84494,0
53291,0
115942,0
33240,0
56624,0
6526,1
125280,1
80844,0
107332,1
23334,0
69567,0
114361,1
107453,1
60049,0
134904,1
36051,1
133730,0
77048,0
16868,0
102379,0
142522,0
83710,0
34652,1
79285,0
124326,0
82539,0
71955,0
33792,0
65109,0
102763,0
34057,1
31398,0
109326,0
133956,0
61928,1
114912,0
91846,0
5781,0
116106,0
4027,0
47273,1
67102,1
39009,0
27527,0
1011,1
49555,0
67223,0
97917,0
86944,0
133094,0
59743,1
35324,1
61173,1
114713,0
122229,1
84019,1
102934,0
105116,0
147413,0
129515,0
134211,0
5161,0
17424,0
130506,0
65918,0
58113,0
7674,0
136024,0
82894,0
55250,0
146475,0
85236,0
50322,0
93884,0
89717,1
125253,0
11793,1
22728,0
26776,0
30064,0
145233,0
27894,0
58299,0
90985,0
134054,1
85175,0
139609,0
55847,0
73813,0
86635,0
21046,1
17138,0
116173,1
31451,0
92947,0
105574,1
110368,0
74229,1
26606,0
122336,1
20370,0
42393,0
105149,0
8129,1
128110,1
42746,1
68189,0
146244,0
147918,1
3708,1
81590,1
70028,1
24814,0
104234,0
7226,0
90869,0
31589,1
109867,0
56829,1
121233,0
29187,1
1161,0
47534,0
37071,0
112317,0
118922,0
105176,1
112967,0
37876,0
146592,1
106338,0
6781,1
63249,0
34714,0
2280,0
121591,0
90184,0
2386,1
119017,0
98226,0
31831,0
101782,0
65380,0
35758,0
111780,0
3266,0
100693,0
55934,0
11991,0
14841,0
39802,1
76610,0
26019,0
58151,1
111574,0
24537,1
66348,0
484,0
93091,0
85295,1
48575,0
121172,0
71486,0
34306,0
119190,0
43631,0
119085,1
21510,0
76718,1
14843,0
140934,0
41420,1
120813,0
25229,0
65307,0
31842,0
23162,0
115929,0
75933,0
45181,0
135699,0
80179,0
79068,0
57838,1
142606,0
128107,0
62762,0
117987,0
6421,1
103161,1
67326,0
45348,1
72596,0
29312,1
81145,0
35329,0
62152,0
52164,0
4300,0
5583,0
66796,0
31679,0
72493,1
56865,0
47786,0
87699,0
34695,0
145709,1
50260,0
47955,0
99135,0
34319,0
22710,0
133520,0
130650,0
25942,0
9423,0
67644,1
64160,1
124217,0
33976,1
60040,0
3474,1
148163,1
38185,0
34924,0
110692,0
43966,0
90355,0
50165,0
124824,0
135022,1
135294,0
7494,0
91855,0
55031,0
42356,0
473,0
97247,1
50236,0
42584,0
5516,0
78992,0
10375,1
87205,1
123934,0
28282,0
115376,0
26274,0
28853,0
68344,1
84447,1
89288,0
24927,1
144169,1
59307,1
59723,0
122610,1
15284,0
103228,0
49199,0
48592,0
38474,0
34653,0
81021,0
141200,0
142157,0
50656,0
41987,1
112645,0
26147,0
5988,0
125116,0
61219,0
80572,0
10355,0
59202,0
110168,0
33776,1
107807,0
95889,0
29563,0
98504,0
136314,0
148085,0
70044,1
116221,1
24933,1
1340,0
96713,0
98900,0
42965,0
30885,1
61389,1
101609,1
135406,0
101985,0
64332,0
39033,0
85789,0
74245,1
14064,0
96591,1
142089,0
77575,0
134127,0
65608,0
144680,1
47579,0
25428,1
143868,1
31194,1
82829,0
130127,1
57852,0
63474,1
79065,0
53355,0
31794,0
5327,1
69475,0
32521,0
137358,1
2140,1
57320,0
38096,0
77779,1
78525,0
75338,0
31057,0
12902,0
19625,0
42045,0
4270,0
52805,0
85954,0
68745,0
70443,0
4281,1
122809,0
121794,1
120545,0
42201,1
62183,0
49016,0
17961,0
70528,0
124551,0
86605,0
85339,0
101263,0
51451,0
137590,1
67964,1
1940,0
48240,0
6878,1
111253,0
51961,1
120070,1
49876,0
126729,0
134432,0
87676,1
68755,0
141262,0
115176,0
132274,0
106197,0
19429,0
120595,0
62798,1
79681,0
53803,0
120132,0
81708,0
107443,0
119295,1
84500,0
90410,1
148665,0
124630,1
143174,1
71949,0
110108,0
146170,1
56831,0
97007,1
147712,0
19957,0
128163,1
147070,0
59502,0
119303,1
102949,0
117788,0
92975,0
17480,0
113829,0
94061,0
12167,1
62154,0
74608,0
30454,1
38063,0
13178,0
98890,0
143484,0
143241,0
29201,0
147866,0
139295,0
76611,0
14266,1
57647,0
49963,0
104906,0
124471,0
49105,0
114194,0
117973,0
90698,0
37823,1
64895,1
114643,1
46701,0
91913,0
126981,0
30738,0
30782,0
115531,0
129647,1
11956,1
14086,1
9835,0
45448,0
1638,1
116041,0
22761,1
7943,1
87294,0
27467,0
29154,0
1726,1
102535,0
83579,0
9087,0
51646,0
29528,0
2245,0
79883,0
31007,1
34912,1
90422,1
90798,0
54955,0
85984,0
122214,0
33056,0
134536,0
39113,0
135774,0
110427,1
90692,0
3204,0
13462,0
44180,0
46717,0
113984,0
6429,1
62836,0
86066,0
121003,0
131748,0
37992,0
4901,1
66436,0
142782,1
59859,0
46712,0
99633,0
98344,0
97034,0
101018,1
891,1
141829,0
95587,1
213,0
103180,0
138191,0
91048,0
72562,0
30510,0
141102,0
88340,0
105925,0
89050,0
18001,0
44593,0
114252,1
110037,0
96223,1
134245,0
21327,0
99399,0
12094,1
7710,0
47439,0
81941,0
435,0
86990,0
96087,0
115917,0
2155,1
12295,0
32221,0
124906,0
132570,0
52385,0
47559,0
55711,0
65666,0
117340,0
70473,0
145998,0
63081,0
3875,0
66034,0
98239,0
109134,1
94193,0
74151,0
50584,0
74482,0
127793,0
80348,0
1197,0
143180,0
129407,1
32161,0
56324,0
35530,1
107542,0
25779,1
146227,0
131109,0
49099,0
25153,0
106696,0
34866,0
59433,0
74909,0
21381,0
133354,1
23423,0
137585,1
83517,0
99486,0
140297,0
92706,0
35882,0
64141,0
131883,1
33832,1
42414,0
15855,1
82173,0
71764,0
38194,0
145106,0
10338,0
83020,1
133924,0
105933,0
74251,0
16988,0
22533,0
21441,0
97777,0
1315,0
81525,0
132255,0
80176,1
58779,0
103774,1
92601,0
17073,0
13979,0
141666,0
48640,1
111003,0
28322,0
75325,0
71844,1
23428,0
117584,0
12827,0
99714,0
60980,0
110675,0
92166,0
95064,0
104819,0
123965,1
1298,1
88804,0
120238,0
34255,0
98105,0
31604,0
72726,0
118945,0
480,0
129773,0
40505,0
126381,0
129581,1
55402,0
65905,0
147461,1
118428,0
13765,1
7355,1
65486,1
89497,0
113672,1
15632,0
22721,1
146567,1
6895,0
5854,0
10558,0
50159,0
111800,0
76367,0
41079,0
101139,0
124873,0
116966,1
45667,0
121028,0
108614,0
94913,0
147639,0
95798,0
143112,0
90441,0
45214,0
80258,0
68508,0
24164,0
71982,0
4149,0
56911,0
24368,0
144974,0
60482,0
27153,0
49822,0
135653,0
125236,0
33326,0
94799,0
99585,1
94355,0
112938,0
43433,0
93870,1
14185,0
148317,0
56554,0
51914,0
30511,0
32473,0
20895,0
55290,0
86984,1
28153,1
49670,0
41851,0
126617,0
36364,1
39255,1
12007,1
49009,1
71501,0
129882,0
5633,0
47515,1
98175,1
67146,0
31332,0
32877,0
6959,0
44786,0
122006,0
3868,0
16129,0
116418,0
78076,0
106907,0
45322,0
78673,0
11912,0
106077,0
121487,0
72173,0
53310,0
126569,0
21947,0
139467,0
104588,1
26484,0
87946,0
48673,0
68078,0
115280,0
130271,0
55473,0
72984,0
23791,0
3330,1
129014,0
106190,1
22654,1
114076,0
52490,0
37487,0
66222,0
142551,0
76746,0
28608,0
70854,0
16218,0
44911,0
63922,1
54413,0
44119,1
56955,0
106757,0
49363,0
57431,0
128810,0
135563,0
85215,0
127322,1
122523,0
114764,0
28983,1
28120,0
65701,0
43589,0
48153,0
125020,0
23238,0
7824,0
141523,1
29895,0
95617,0
138816,0
68017,1
47699,0
101551,0
112027,1
79189,0
135392,0
77203,0
20961,1
1460,0
143514,0
34601,0
73745,0
63241,0
123779,0
30829,1
2084,1
36472,0
148573,0
20103,0
141582,0
69803,0
80549,0
109780,0
2817,0
86120,0
25172,0
104297,0
30034,0
97756,1
102273,0
31166,0
79062,0
110248,1
4811,0
51512,0
571,0
133377,0
40353,1
121389,0
73002,1
147241,0
113056,0
40562,0
8378,0
130971,0
96789,1
107351,0
58141,1
49288,0
36082,0
30247,0
138684,0
34933,0
30566,0
118648,1
89441,0
130178,0
59058,1
19497,0
68862,0
25812,0
30771,0
44044,0
127354,0
28817,0
118709,0
114534,1
35844,0
78117,1
61919,0
144067,1
137616,0
121710,0
90863,0
51310,1
142286,0
121750,1
143253,0
144433,0
51155,0
79419,1
41050,0
103301,0
134586,1
110930,0
104169,0
29713,0
36992,0
49301,0
133117,0
140205,1
60443,0
103816,0
26551,0
77826,0
138840,0
140012,0
46227,0
148379,0
83417,0
123558,0
124771,0
148484,0
17638,1
10022,0
51393,1
83069,0
103432,0
56109,1
115524,0
96229,0
89179,0
115805,0
144517,0
94392,0
40415,1
93936,0
62703,1
86836,0
2821,1
35322,1
133833,0
84445,0
111829,0
69971,0
137745,0
42686,0
118399,1
28479,0
82400,0
115432,1
100667,1
36871,0
117739,1
132440,0
44359,0
13345,0
532,0
66954,0
26757,1
29903,0
127903,1
92076,0
57496,0
112691,1
136232,1
108593,0
112684,0
69533,1
5623,0
10195,0
104023,0
51483,0
16378,1
23540,0
54815,0
81869,1
22848,1
76625,0
79223,0
21505,1
44678,0
147214,1
97770,0
96722,0
134083,0
30093,0
31502,0
141626,0
89183,0
99427,0
46739,1
11189,0
143368,1
139955,0
112244,1
146943,0
131250,0
124466,0
138020,1
47696,0
148474,1
20245,0
22020,0
142943,1
116421,0
148191,1
58518,0
105183,0
117762,0
61926,0
147541,0
105907,0
24925,0
148396,1
23230,0
114387,0
50888,0
78328,0
112799,0
28090,0
108233,0
30457,1
119483,1
144144,0
54180,0
88012,0
58678,1
147910,0
34784,0
35429,0
140923,0
41350,0
131042,0
73263,0
110640,0
78831,0
13939,0
41428,1
140080,0
56942,0
78414,0
94595,0
123936,1
105709,0
101237,0
676,0
61606,0
109030,1
112660,1
7764,1
26469,1
36229,0
137360,0
11297,0
23795,0
26981,1
114470,1
86828,0
139187,0
23232,1
95021,0
147796,0
72551,0
131599,0
43548,0
122250,0
58689,0
19213,1
85648,0
40791,0
26792,0
27874,1
76551,0
96085,0
15286,1
64860,0
145884,0
115440,1
7991,0
132828,0
108892,0
60640,0
9775,0
42556,0
115051,0
99584,1
43272,1
86523,0
15293,1
139293,0
16375,0
33569,0
67339,1
56477,1
99085,1
7530,0
49951,1
22472,1
71867,0
55434,1
37543,0
125502,0
69314,0
59300,0
16482,1
67843,0
133049,0
10841,0
131407,1
15264,0
101311,0
19524,1
85108,1
95458,1
62201,0
6180,0
61423,0
127711,0
127170,0
23817,0
16342,1
131141,0
30377,1
101390,0
144316,0
35511,0
16525,0
32861,0
131975,1
5463,0
49501,0
31938,0
130326,0
128051,0
116700,1
86726,0
32660,0
8002,1
138365,0
34773,0
139959,1
1092,0
40976,0
53461,0
145646,0
26698,0
83935,0
59854,0
61676,0
112438,0
135044,1
21880,0
77186,0
45104,0
64080,1
18784,1
75312,0
108350,0
130891,0
110361,1
54391,0
55724,0
13705,0
35608,0
4003,0
122852,0
53705,0
35751,1
33780,0
99214,0
44311,0
143950,0
22262,0
57531,1
109097,0
87649,0
33762,0
3535,0
119114,0
138086,0
2835,0
132803,0
126931,0
87895,0
91226,1
47134,1
137988,0
74459,0
117610,1
50944,1
86117,0
102509,1
40074,0
50870,0
80662,1
75554,0
86294,0
120111,0
144372,0
43454,0
84590,1
50903,0
43338,0
99011,0
15894,0
106172,0
111227,1
46391,0
111576,0
142519,0
53184,1
90903,0
112736,0
43668,1
61322,0
119603,0
3096,0
119272,0
71578,0
93931,0
127377,1
69602,1
50629,0
78177,0
8782,1
133697,0
7503,0
16000,0
40573,0
120919,0
67063,0
115182,0
60215,1
47963,0
139912,0
109226,0
24870,1
99709,1
22953,1
137174,0
88915,1
8698,0
122497,0
79611,1
126987,0
35642,0
81385,0
10050,0
23001,0
29207,0
96403,1
132072,0
51947,0
80285,1
81963,1
16864,0
58931,0
105195,0
122974,0
35401,0
17769,1
45030,0
31668,0
12580,0
113884,0
62722,0
10523,0
63026,0
22635,0
41316,1
129058,1
77533,0
99434,0
4925,0
18531,0
9866,0
58599,0
90951,1
96974,0
977,0
73615,0
53181,0
84540,0
133610,1
53548,0
73536,0
118461,0
87457,0
85774,0
74707,0
97966,1
19460,1
65781,1
30585,0
21200,0
30873,1
25233,0
126507,0
64604,0
38331,0
98737,0
6313,0
94708,1
101936,0
103998,0
113597,0
6968,1
142495,1
110649,0
122382,0
11598,0
143675,0
69965,0
56969,0
120077,0
49618,0
58645,0
37111,0
92374,0
112100,0
40112,1
2394,0
29991,0
44472,0
98434,0
22544,1
84901,1
6244,0
143120,1
38253,0
11019,0
35485,0
128298,0
105972,0
61177,0
123592,1
58642,0
439,0
139692,0
67806,1
24269,0
91061,0
22676,0
21520,0
44272,1
6534,0
131985,0
57869,0
83307,1
19383,0
88772,0
115011,1
147154,0
87230,0
48687,0
124997,0
36302,0
4682,0
3885,0
85880,0
143482,0
127314,0
119836,0
114113,1
31998,0
109678,1
111785,1
2154,0
61762,1
146598,0
129908,0
125545,1
33175,0
99522,0
100931,1
46196,1
101228,0
98154,1
141787,1
29597,0
25588,0
11330,0
142163,1
36212,0
80608,0
42962,1
15607,0
6723,1
142577,1
75487,0
38943,1
96653,0
111990,0
23732,0
89236,0
22347,0
119856,1
69217,0
10358,0
100073,0
146723,1
73109,1
35946,1
55386,0
85957,1
58968,0
90065,0
61535,0
7597,1
9785,0
8665,0
119814,0
25216,0
130739,0
20739,0
131383,0
28476,0
99038,1
89844,1
121165,0
54202,1
67412,1
9000,1
114533,0
76931,0
57289,1
56826,0
79924,0
6205,0
8981,0
30095,0
144248,0
140744,0
20703,1
122203,1
28,0
77855,0
1652,0
63006,0
118818,1
129871,0
30718,0
114867,1
117683,1
137979,0
128081,0
103182,0
98623,0
83429,1
143388,0
39609,0
47321,0
125379,0
8643,0
110228,0
67721,0
118215,0
80120,0
10511,0
111617,0
31566,0
19242,0
27836,0
74166,0
137511,1
138681,0
106955,0
131818,0
12543,0
62363,1
139726,0
120332,0
116228,0
90267,1
42470,0
72483,0
141219,0
19893,1
9873,0
55672,0
49992,0
112677,1
19696,0
94617,0
138883,0
41317,0
120736,0
136854,0
82285,0
102464,0
42123,1
98955,0
2906,0
97256,0
74085,0
54139,0
9906,0
65168,1
62454,0
143882,0
81584,0
84327,1
68618,1
3618,0
52453,0
31642,0
131347,0
138387,0
83994,1
84942,0
48484,0
48790,1
11165,0
39551,1
88391,0
23737,0
86152,1
29393,0
73494,0
126028,0
90976,0
53362,0
26543,0
126089,1
52622,0
39835,0
44620,1
111189,0
75588,1
12845,0
134890,0
88202,1
41671,0
80141,0
1747,0
81644,0
77735,1
28345,1
19789,0
28190,1
139376,0
99710,0
119698,1
28966,0
87412,0
48755,1
103613,0
129649,0
110297,0
127814,0
97203,0
17169,0
31406,0
124239,1
57612,1
105502,0
139111,1
125546,0
106318,0
4284,1
135212,0
49799,1
10345,1
128908,0
56521,0
131929,0
36407,1
83399,0
87924,0
138707,1
116180,1
104665,0
26920,0
110819,1
116158,0
83134,0
109470,0
6850,0
89230,0
108678,0
121162,0
109624,1
116897,0
87935,0
118849,0
16670,0
38269,0
52260,1
69226,0
93571,1
76417,0
40080,0
139619,0
145188,1
119927,0
54858,0
38443,0
110478,1
136538,1
36777,0
74926,0
61473,0
143782,0
75688,0
34982,0
40705,0
106246,1
20143,0
120338,0
42565,1
68448,0
124496,1
16483,0
42275,0
60900,0
37952,0
2631,0
29838,0
5041,0
67690,0
79592,0
71441,0
58406,1
92840,0
108373,0
145281,0
56738,0
113718,0
61341,0
114067,0
103052,1
84025,0
56473,0
43516,1
3422,0
96145,0
119597,0
83297,0
127213,1
148597,1
143002,0
114272,1
66289,1
70863,0
10187,0
66539,0
79545,0
8017,0
109331,1
74293,0
56355,0
82047,1
99864,1
44089,0
109952,0
61774,0
148253,0
17216,0
75813,1
144554,1
44418,0
70349,0
139653,0
127663,0
46561,0
85795,1
81333,0
135151,0
135810,0
80239,0
117549,0
72384,1
20592,0
86633,0
40176,0
95803,0
31710,0
82789,0
83774,1
83177,1
78007,0
85443,0
144923,1
27433,1
978,0
22943,0
6422,0
140714,0
88441,0
101801,1
44153,1
82329,1
25033,0
118316,1
53326,0
89653,0
82201,0
74460,0
70225,0
146986,0
105495,1
62372,0
85565,0
96846,0
97431,0
77653,1
41993,0
125044,0
119516,0
2057,0
15343,0
130529,0
20542,0
67368,1
118407,0
132065,0
62061,1
42544,0
18838,0
83240,0
84757,1
31874,1
56980,0
80426,0
128877,0
22703,1
108418,0
38719,1
86182,0
34467,0
100598,0
134073,0
101450,0
8746,0
43901,0
9998,0
72507,1
83488,1
114746,1
80710,0
56239,1
34862,1
10580,0
61085,0
3609,0
22302,0
42649,0
118970,1
50365,0
79468,0
132619,1
15493,0
126514,0
84221,1
35363,0
148511,0
20281,1
132261,0
116869,0
65858,0
9708,0
122585,1
99342,0
83470,0
51642,0
114085,0
54159,1
69921,1
112989,0
101115,0
145840,1
80735,1
98588,0
131021,0
50443,0
142238,0
30608,1
126196,1
65802,0
87005,1
53008,0
99617,0
146865,0
98028,0
34873,0
38014,0
25261,1
137451,1
116830,1
119498,0
143926,1
41232,0
20753,0
142041,0
145309,0
15562,0
89784,0
115358,0
127321,0
142741,0
9053,1
78775,1
40251,0
66585,0
4566,0
41967,0
49681,0
14629,0
62100,1
110220,0
127045,1
55733,0
46805,0
94525,0
77156,0
89637,0
121243,0
15339,0
52157,1
119121,0
60805,0
111955,0
124435,1
68560,0
146777,0
145311,0
125497,0
121886,0
97224,0
99219,0
41224,0
76511,0
87071,0
129388,0
17294,0
41750,0
114649,0
101843,0
100735,0
12129,0
83040,0
101723,0
93123,0
106250,0
137659,0
45131,0
11595,0
105114,0
4889,0
41776,0
80984,0
114519,1
75310,1
108436,0
55448,0
36693,1
71559,0
28749,0
15988,0
34543,0
99378,1
72464,0
68841,1
99383,1
5391,0
36397,0
37185,1
80256,0
27852,0
33265,0
49,0
68967,0
118986,0
77830,1
67046,1
7139,0
39080,0
65961,0
107024,1
60756,0
81747,0
106029,0
85034,1
11503,0
125776,0
37186,0
38492,0
111764,0
19837,0
33083,0
93132,0
138143,0
120845,0
36607,1
9002,0
107352,0
111624,1
5345,1
112729,0
95393,0
52743,0
57985,0
123386,1
65797,0
8036,0
21775,0
75703,1
94537,0
30569,1
30844,0
122371,0
62360,0
1522,0
53427,1
109863,1
76396,0
47278,0
30278,0
92616,0
119885,0
95871,1
26622,0
29504,0
38440,1
6500,0
65708,0
244,0
102764,0
2288,0
133579,0
135543,0
110208,0
105173,0
134446,0
63730,0
145835,0
132721,0
65925,0
39464,0
9236,0
39238,1
108839,0
123948,0
114518,0
27772,0
111210,0
65721,0
62248,0
29140,0
134341,1
136286,0
7719,0
43190,0
122875,0
144252,1
106438,0
96903,1
90088,0
24783,1
96542,0
111298,1
81473,0
9043,1
72237,0
129263,0
91372,1
59893,0
27742,0
59774,0
139247,1
147785,0
61289,1
50490,1
24554,0
143943,0
128006,0
65379,0
76855,1
7910,0
15600,0
18418,0
49862,0
46215,1
120768,0
89830,1
106,1
91729,1
114327,0
14026,0
139364,0
102252,0
67668,0
114374,0
49697,0
41780,0
48205,0
92124,0
127633,0
77937,1
92470,0
116389,0
132006,0
46258,0
48269,1
98354,0
26045,0
116032,0
41739,1
23024,0
61481,0
35584,0
109759,1
18137,0
73070,0
18606,0
115844,0
25337,1
24572,0
36640,0
88595,0
70574,0
40463,0
61548,1
20049,0
142024,0
20060,0
20743,0
54675,0
136462,0
131440,0
45240,0
100079,1
33069,0
143369,0
8707,1
66340,1
103654,0
132983,1
47944,0
57951,0
56169,0
34808,0
143454,0
8593,1
63418,0
31383,0
46209,0
144547,0
94235,1
24543,0
106578,1
135859,1
133458,1
100971,0
1382,0
51129,1
9535,0
71201,0
58019,0
143834,0
24592,0
53359,0
34947,0
14083,0
92154,0
55128,0
103318,0
55306,0
33906,0
133016,0
125384,0
118397,0
67016,0
4363,0
13396,1
123986,0
79219,0
120284,0
36061,0
43304,0
7668,0
114664,0
37580,0
122202,0
60349,0
120280,1
11075,0
47934,1
100567,0
24313,1
20044,0
46448,0
109998,0
56103,0
51594,1
107897,0
74230,0
27877,1
122699,0
68641,0
83334,0
108447,1
89461,0
110858,0
37985,0
105528,0
96151,0
129415,0
20478,1
130499,0
132232,0
42051,0
57695,0
19506,1
20627,0
19964,0
51092,0
132239,0
68369,0
45690,1
50216,0
73407,0
126535,1
3236,0
76161,0
87309,1
37836,1
120884,0
107532,0
72701,0
123665,0
133790,0
116569,0
81370,1
121000,0
58380,0
107051,0
426,0
66210,1
126118,0
106529,0
147073,0
103711,0
51614,0
53987,1
140258,0
60254,0
17673,0
66751,0
137102,1
31123,0
64595,0
43862,0
137812,0
40148,0
142040,0
39070,0
114646,1
139575,0
66119,0
147939,0
142817,0
51464,0
35933,0
31573,0
49295,0
551,0
59681,1
103607,1
59725,1
35853,0
17027,0
46618,1
87398,0
114237,0
121078,0
39325,0
21963,0
89153,0
93620,0
81551,0
80059,0
94665,0
50092,1
34870,0
73105,0
69639,0
101531,1
138780,0
86992,1
415,1
138234,0
49198,1
18805,0
147502,1
13638,0
69175,0
50617,0
82185,0
79515,0
132547,0
45316,0
59668,1
130770,0
15344,0
129056,0
138176,1
125847,0
85031,0
147366,0
130443,0
2058,0
41900,1
110394,0
124934,0
72548,1
134094,0
137232,0
53482,0
115536,0
116460,0
55828,0
123943,1
114776,1
128657,1
44893,1
4804,0
114337,0
145458,0
36088,1
131800,0
56135,1
141909,1
33505,0
59492,0
17802,1
42826,0
96366,0
136724,0
33711,0
8126,0
130231,1
98429,0
23053,0
17763,1
116751,0
90250,1
78233,0
116764,1
19640,0
95493,0
111811,0
77356,0
130093,1
46167,0
85782,0
7604,0
71103,0
3043,0
123034,1
19940,0
63459,0
109547,0
65655,0
20056,0
87513,0
45955,0
94016,0
62714,0
84879,0
98562,1
15905,0
126680,0
116237,0
36738,0
92899,1
85383,0
31830,0
50100,1
2477,0
23648,1
148519,1
137076,0
27263,1
124215,1
65884,0
85992,0
56390,0
42702,0
67983,0
141152,1
72458,0
128048,0
7678,0
48029,0
84199,1
136302,0
20327,0
46372,0
49464,0
130683,0
90182,1
100449,1
21679,0
31975,0
18613,0
116559,0
18315,1
71318,0
126825,0
12928,0
87039,0
92143,0
13068,0
8039,0
57486,0
412,1
37625,0
24618,1
117291,0
116964,1
99555,0
61570,1
83121,0
141521,1
111271,0
144078,0
53105,0
51455,0
62872,0
91819,0
95886,0
108730,1
81577,1
1190,0
25855,0
135708,1
92201,0
74330,0
89903,0
91852,0
26464,0
120169,0
25615,0
123493,0
71026,0
66470,0
68035,0
75701,0
109487,0
94955,1
98514,1
27391,0
31601,0
148278,0
10301,0
102874,0
11276,0
50230,0
41031,0
31519,0
74964,1
93622,1
64591,0
125479,0
118162,1
66564,0
8874,1
132243,1
98519,0
87778,0
27590,0
25796,0
139505,0
128443,0
111669,0
82650,0
92034,0
109669,1
139660,1
145481,0
77403,0
38356,0
8584,0
10058,1
58881,0
57324,0
96933,0
96583,0
22586,0
147975,0
99971,1
76314,0
130450,0
13289,1
8583,0
35860,0
58900,0
62534,1
63201,0
135587,0
133201,1
108007,1
106506,0
3297,0
139669,1
102160,1
48513,0
132898,0
42982,0
18522,0
91538,0
51435,1
64051,0
121387,0
49240,0
2520,0
13974,1
146235,0
135006,0
34231,0
99044,1
41583,0
33860,1
112551,0
120856,0
34949,0
127291,0
136920,0
91751,1
79496,0
20444,1
32985,0
58937,1
79941,0
143557,0
127718,0
43989,1
46,0
48960,0
1952,0
84606,0
54248,0
105279,0
34547,1
32271,1
124840,0
116934,0
62542,1
30785,0
4375,0
86240,0
40730,1
39963,0
50498,0
96618,0
118930,1
69672,0
43416,0
58329,0
124822,1
19109,0
45576,0
115008,1
97108,0
81601,0
17894,0
15377,0
10235,0
97278,0
140876,1
41626,1
125282,1
79343,0
141177,0
76647,0
74970,0
28785,0
131612,0
17515,0
72902,0
110129,0
111234,0
89264,0
26091,0
59009,0
42530,0
30683,0
59469,0
63079,1
123538,1
140825,0
18837,1
115263,1
43063,1
78942,1
106067,0
3546,0
59209,0
87257,0
30612,0
111166,0
10470,0
112237,0
31255,0
105244,0
109230,0
146356,0
79753,0
36893,0
25207,0
108088,0
145264,1
101889,1
103901,0
139394,1
19730,0
142667,1
30292,1
107333,0
68991,0
129976,0
78734,0
97807,0
147237,1
105636,0
70252,0
27848,0
16928,1
42911,0
129029,1
109523,0
19838,0
5742,0
126076,0
122507,0
93103,0
47726,0
74092,1
83229,0
107347,0
126991,0
127512,0
109162,0
51775,0
10087,0
48803,0
51096,1
130964,0
132242,1
81821,0
140757,0
15015,0
28670,0
29290,0
106711,0
63083,0
25262,1
76587,0
143530,0
84552,0
145968,0
